  1.0000000e+00 	 2997.55 	 -460.891 	 31 	 0.0038671 
  2.0000000e+00 	 5126.78 	 -1055.93 	 33 	 0.00257688 
  3.0000000e+00 	 6091.39 	 -941.142 	 61 	 0.00497374 
  4.0000000e+00 	 3939.13 	 -626.947 	 35 	 0.000502028 
  5.0000000e+00 	 8453.05 	 1091.73 	 27 	 0.0029771 
  6.0000000e+00 	 4594.4 	 485.754 	 39 	 0.00460711 
  7.0000000e+00 	 4295.15 	 803.778 	 15 	 0.00367533 
  8.0000000e+00 	 6086.67 	 -376.177 	 45 	 0.0120333 
  9.0000000e+00 	 4825.23 	 -1063.47 	 19 	 0.00125946 
  1.0000000e+01 	 6860.96 	 -477.928 	 41 	 0.00510367 
  1.1000000e+01 	 3617.49 	 305.792 	 39 	 0.00787204 
  1.2000000e+01 	 1002.5 	 -290.732 	 5 	 0.00625417 
  1.3000000e+01 	 8626.57 	 599.835 	 47 	 0.00565922 
  1.4000000e+01 	 6758.7 	 -1047.28 	 11 	 0.00435225 
  1.5000000e+01 	 8644.98 	 -457.769 	 77 	 0.00281898 
  1.6000000e+01 	 9043.12 	 538.641 	 29 	 0.00125875 
  1.7000000e+01 	 3635.25 	 -369.033 	 37 	 0.00443525 
  1.8000000e+01 	 6086.34 	 -500.625 	 51 	 0.00907666 
  1.9000000e+01 	 7812.82 	 442.954 	 33 	 0.00487013 
  2.0000000e+01 	 5974.06 	 -226.087 	 43 	 0.00329468 
  2.1000000e+01 	 3871.33 	 -366.049 	 11 	 0.00476073 
  2.2000000e+01 	 2286.27 	 165.402 	 35 	 0.00747814 
  2.3000000e+01 	 7030.51 	 -344.809 	 69 	 0.00168623 
  2.4000000e+01 	 7853.2 	 -447.431 	 25 	 0.00387087 
  2.5000000e+01 	 2740.78 	 -188.769 	 41 	 0.00366269 
  2.6000000e+01 	 5804.78 	 -399.69 	 37 	 0.00206306 
  2.7000000e+01 	 1279.28 	 -107.728 	 91 	 0.00093114 
  2.8000000e+01 	 3759.35 	 112.322 	 47 	 0.00131438 
  2.9000000e+01 	 8608.11 	 -328.539 	 59 	 0.00803645 
  3.0000000e+01 	 8381.81 	 241.874 	 59 	 0.00100298 
  3.1000000e+01 	 4161.31 	 408.194 	 17 	 0.00250482 
  3.2000000e+01 	 1777.4 	 395.267 	 11 	 0.00295469 
  3.3000000e+01 	 5070.53 	 -148.536 	 29 	 0.00182087 
  3.4000000e+01 	 9663.17 	 -182.627 	 53 	 0.00237781 
  3.5000000e+01 	 2192.16 	 668.4 	 7 	 0.00217453 
  3.6000000e+01 	 6728.43 	 438.433 	 11 	 0.00715181 
  3.7000000e+01 	 3648.6 	 43.0792 	 71 	 0.0103951 
  3.8000000e+01 	 2144.26 	 -196.293 	 19 	 0.00577798 
  3.9000000e+01 	 536.444 	 48.7203 	 21 	 0.00924643 
  4.0000000e+01 	 8609.57 	 -137.607 	 67 	 0.0108238 
  4.1000000e+01 	 6485.62 	 288.592 	 31 	 0.00513573 
  4.2000000e+01 	 2916.14 	 -195.498 	 25 	 0.010053 
  4.3000000e+01 	 9686.87 	 -352.687 	 69 	 0.00217439 
  4.4000000e+01 	 8646.44 	 210.59 	 29 	 0.00751869 
  4.5000000e+01 	 6087.37 	 -181.667 	 89 	 0.0135113 
  4.6000000e+01 	 2455.71 	 -166.75 	 25 	 0.00307756 
  4.7000000e+01 	 2839.63 	 -309.548 	 13 	 0.00101796 
  4.8000000e+01 	 4918.49 	 -307.898 	 19 	 0.0002372 
  4.9000000e+01 	 3761.44 	 -292.673 	 11 	 0.00137643 
  5.0000000e+01 	 3622.41 	 96.2659 	 59 	 0.0172675 
  5.1000000e+01 	 738.123 	 99.607 	 7 	 0.00873757 
  5.2000000e+01 	 8919.04 	 200.855 	 37 	 0.00396396 
  5.3000000e+01 	 3597.94 	 65.7618 	 43 	 0.0125536 
  5.4000000e+01 	 6089.89 	 -104.085 	 69 	 0.0192608 
  5.5000000e+01 	 1707.52 	 137.318 	 13 	 0.00490361 
  5.6000000e+01 	 6653.7 	 -357.707 	 15 	 0.00757212 
  5.7000000e+01 	 4980.24 	 126.872 	 47 	 0.00493926 
  5.8000000e+01 	 3595.42 	 110.527 	 19 	 0.0122822 
  5.9000000e+01 	 1951.51 	 -67.7938 	 21 	 0.00966359 
  6.0000000e+01 	 1846.65 	 123.448 	 13 	 0.00168481 
  6.1000000e+01 	 1279.72 	 46.0084 	 63 	 0.0325829 
  6.2000000e+01 	 7376.21 	 195.895 	 53 	 0.0014697 
  6.3000000e+01 	 1064.17 	 -36.093 	 41 	 1.29631e-06 
  6.4000000e+01 	 3017.79 	 57.6702 	 15 	 0.00152958 
  6.5000000e+01 	 4580.65 	 -133.71 	 19 	 0.00400147 
  6.6000000e+01 	 6085.96 	 55.1005 	 71 	 0.0236113 
  6.7000000e+01 	 2629.7 	 -100.852 	 7 	 0.0183098 
  6.8000000e+01 	 2210.93 	 -32.946 	 71 	 0.00468435 
  6.9000000e+01 	 414.1 	 -24.8874 	 25 	 0.000505358 
  7.0000000e+01 	 2939.88 	 -56.866 	 65 	 0.0016724 
  7.1000000e+01 	 3403.33 	 -99.649 	 27 	 0.00441188 
  7.2000000e+01 	 9953.98 	 123.687 	 53 	 0.000782831 
  7.3000000e+01 	 7074.47 	 -211.848 	 13 	 0.00161004 
  7.4000000e+01 	 7902.98 	 -138.323 	 63 	 0.00167188 
  7.5000000e+01 	 9927.51 	 -309.948 	 17 	 0.00113351 
  7.6000000e+01 	 6086.34 	 141.673 	 25 	 0.0133472 
  7.7000000e+01 	 4249.7 	 -115.487 	 27 	 0.00509942 
  7.8000000e+01 	 9091.85 	 133.196 	 41 	 0.00277511 
  7.9000000e+01 	 6193.36 	 207.39 	 15 	 0.00933622 
  8.0000000e+01 	 1400.53 	 72.7996 	 15 	 0.00170502 
  8.1000000e+01 	 8633.89 	 -59.4773 	 57 	 0.0139638 
  8.2000000e+01 	 6253.16 	 -101.457 	 71 	 0.000774469 
  8.3000000e+01 	 5699.83 	 -200.988 	 11 	 0.00178323 
  8.4000000e+01 	 3143.45 	 -94.8812 	 9 	 0.0151039 
  8.5000000e+01 	 9376.31 	 -99.4753 	 59 	 0.000184484 
  8.6000000e+01 	 4596.51 	 89.3966 	 33 	 0.00833152 
  8.7000000e+01 	 540.045 	 -10.8291 	 77 	 0.0141028 
  8.8000000e+01 	 6060.43 	 58.0866 	 37 	 0.0107118 
  8.9000000e+01 	 2648.98 	 67.812 	 17 	 0.0126532 
  9.0000000e+01 	 3177.46 	 250.252 	 3 	 0.000976138 
  9.1000000e+01 	 3613.1 	 49.205 	 53 	 0.024164 
  9.2000000e+01 	 353.031 	 -20.9349 	 25 	 0.00500697 
  9.3000000e+01 	 544.5 	 -58.1554 	 7 	 0.00396174 
  9.4000000e+01 	 6186.99 	 -115.902 	 13 	 0.000753954 
  9.5000000e+01 	 1282.2 	 23.7022 	 47 	 0.0544692 
  9.6000000e+01 	 6515.45 	 40.8597 	 75 	 6.19341e-05 
