  1.6619329e+00 	 -0.247786 	 41 	 8.77389 
  1.6977711e+00 	 0.247411 	 35 	 1.3372 
  2.1642278e+00 	 -0.557838 	 13 	 7.29732 
  6.4059092e-01 	 0.199398 	 15 	 7.34552 
  3.1969175e+00 	 0.461653 	 13 	 10.8529 
  9.4345492e-01 	 -0.216012 	 19 	 6.97773 
  2.3760372e+00 	 -0.211956 	 31 	 8.99541 
  1.3841221e+00 	 -0.329888 	 13 	 5.32699 
  3.5183953e+00 	 -0.113378 	 33 	 5.90239 
  3.5634615e+00 	 -0.389295 	 13 	 3.83959 
  1.1424715e+00 	 -0.356246 	 9 	 14.4735 
  4.6962298e+00 	 0.292902 	 35 	 2.58351 
  3.6993359e+00 	 0.265384 	 31 	 12.5677 
  3.0306745e+00 	 -0.278897 	 29 	 7.05395 
  1.1093144e+00 	 -0.0897773 	 35 	 1.91643 
  5.2181238e+00 	 0.366862 	 23 	 7.27935 
  2.1516833e+00 	 0.0952741 	 33 	 0.355471 
  3.9830875e-01 	 -0.0255165 	 23 	 2.80769 
  3.2984755e+00 	 -0.205905 	 11 	 2.69542 
  4.6921031e-01 	 -0.15218 	 3 	 1.06997 
  7.3337796e-01 	 -0.10945 	 9 	 4.83442 
  6.1711591e+00 	 -0.134515 	 31 	 1.19294 
  2.6235961e+00 	 0.479188 	 15 	 1.55034 
  1.9089577e+00 	 -0.140034 	 15 	 14.5307 
  4.1701308e+00 	 0.171259 	 21 	 17.2006 
  4.5951877e+00 	 0.214358 	 11 	 13.903 
  1.3127952e+00 	 -0.0712831 	 37 	 16.9687 
  1.3044088e+00 	 0.19119 	 15 	 0.0272202 
  4.0986389e+00 	 0.146231 	 41 	 1.31976 
  1.8860888e+00 	 -0.118836 	 31 	 1.36862 
  5.0291234e+00 	 -0.288289 	 23 	 11.9872 
  5.2125495e+00 	 0.155981 	 37 	 8.9137 
  1.5288060e+00 	 0.168424 	 23 	 12.2074 
  2.9919130e+00 	 -0.105742 	 27 	 4.71288 
  3.8535515e+00 	 0.0957401 	 35 	 6.59758 
  7.1428944e+00 	 0.087276 	 39 	 11.3542 
  5.7994128e+00 	 -0.204123 	 21 	 14.5138 
  6.1844501e+00 	 0.246268 	 17 	 12.4783 
  1.6397431e+00 	 -0.0786615 	 31 	 20.2634 
  5.5198072e-01 	 -0.039929 	 23 	 0.22229 
  8.5281055e-01 	 -0.0799941 	 11 	 18.5023 
  1.4717835e+00 	 -0.0299474 	 11 	 2.79053 
  1.1034367e+00 	 0.0540736 	 13 	 0.60493 
  4.3144973e+00 	 0.155267 	 33 	 8.79636 
  2.7787456e+00 	 0.104879 	 13 	 12.815 
  1.8597833e+00 	 -0.0171832 	 21 	 10.6637 
  7.2285428e+00 	 0.112483 	 17 	 8.01589 
  6.0764739e+00 	 -0.355677 	 15 	 10.4518 
  5.0218418e+00 	 -0.0977981 	 13 	 15.6064 
  3.7574668e+00 	 -0.11441 	 19 	 11.911 
  2.2361811e+00 	 0.0723008 	 33 	 16.0845 
  5.1215634e+00 	 0.151419 	 19 	 5.15191 
  8.4104582e-01 	 0.0357351 	 25 	 9.54811 
  1.3340962e+00 	 0.0661085 	 17 	 8.58452 
  4.5773445e-01 	 0.0126594 	 25 	 7.55195e-05 
  6.6629427e+00 	 0.187538 	 15 	 6.44481 
  3.2392464e+00 	 0.0686132 	 21 	 14.2113 
  3.6561638e+00 	 -0.078562 	 13 	 1.32787 
  2.6242281e+00 	 -0.104813 	 23 	 8.77356 
  1.9869687e+00 	 0.0646006 	 27 	 15.6596 
  5.4283766e+00 	 -0.104416 	 9 	 3.31166 
  1.6375539e+00 	 -0.0772938 	 9 	 23.5642 
  5.9144273e-01 	 0.0190584 	 37 	 0.400541 
  5.3995174e-01 	 -0.013065 	 27 	 6.37118 
  1.7453751e+00 	 -0.0960726 	 15 	 19.7857 
  2.5732290e+00 	 0.0759184 	 15 	 19.4181 
  5.2312265e+00 	 0.108005 	 19 	 11.2925 
  4.3222427e+00 	 -0.0401056 	 13 	 8.01275 
  5.0442175e-01 	 0.0264263 	 9 	 0.251836 
  1.2635578e+00 	 -0.0444155 	 9 	 16.9683 
  3.1850135e-01 	 0.0263827 	 9 	 0.743509 
  8.5422893e+00 	 -0.112373 	 39 	 1.43999 
  7.0323844e+00 	 -0.0494883 	 29 	 7.08902 
  1.9959458e-01 	 0.0144478 	 9 	 0.664686 
  9.4532293e-01 	 -0.0306642 	 17 	 22.0708 
  3.7704774e+00 	 -0.0830076 	 29 	 9.06801 
  9.5780257e+00 	 -0.0869527 	 31 	 10.3952 
  5.4520636e+00 	 0.0455973 	 33 	 8.15721 
  9.9199983e-01 	 0.0210275 	 37 	 3.00638 
  4.2147110e+00 	 -0.0610819 	 31 	 12.7117 
  9.5437913e+00 	 0.0987961 	 19 	 6.65008 
  1.5767152e+00 	 -0.014284 	 33 	 6.17203 
  7.8258429e+00 	 0.0855399 	 33 	 7.01935 
  5.9503594e+00 	 -0.0616437 	 29 	 15.4394 
  6.4339793e+00 	 0.0586103 	 29 	 13.2786 
  4.7129912e+00 	 0.0390958 	 39 	 12.8892 
  6.9135146e-01 	 -0.0235046 	 31 	 2.47162 
  3.2352109e+00 	 -0.044387 	 43 	 5.19282 
  2.0748680e+00 	 -0.037048 	 17 	 8.81028 
  2.3739617e+00 	 -0.00545822 	 29 	 2.39438 
  7.3541784e+00 	 -0.030133 	 13 	 3.87901 
  1.2594723e+00 	 0.047123 	 7 	 21.5619 
  1.4978427e+00 	 -0.00243259 	 13 	 0.135405 
  2.7321583e+00 	 0.0372648 	 21 	 16.879 
  5.2046064e+00 	 -0.0285976 	 35 	 3.71997 
  2.9374787e+00 	 -0.0190522 	 55 	 4.41257 
  4.7379997e+00 	 -0.0267267 	 39 	 15.629 
  6.1220808e+00 	 0.15763 	 15 	 0.626981 
  4.2549058e+00 	 0.0664367 	 17 	 2.93738 
  1.1807420e+01 	 0.0610025 	 75 	 0.306119 
  6.2339237e+00 	 -0.0506861 	 29 	 18.8236 
  5.9093131e+00 	 0.0397504 	 35 	 9.33822 
  8.1461769e-01 	 -0.0205614 	 17 	 3.98864 
  8.6082999e+00 	 -0.0488623 	 31 	 14.4488 
  4.3614820e-01 	 -0.0104675 	 27 	 0.413649 
  6.9695775e+00 	 -0.0122512 	 25 	 2.88298 
  1.5962483e+00 	 0.0272652 	 13 	 25.3333 
  7.7650709e+00 	 0.0618762 	 19 	 3.71114 
  6.2190283e-01 	 0.00404175 	 39 	 0.0379001 
  5.3292018e+00 	 0.0767368 	 13 	 2.4263 
  4.7541551e+00 	 0.0507959 	 11 	 19.2402 
  4.7697271e+00 	 0.0317646 	 39 	 8.50966 
  3.4245266e-01 	 0.00719301 	 21 	 1.01752 
  3.1943888e+00 	 0.0365483 	 23 	 11.779 
  3.8566635e-01 	 0.00585741 	 23 	 0.836069 
  2.4651207e+00 	 0.0184662 	 19 	 7.34553 
  3.2830388e+00 	 0.0408904 	 19 	 15.8407 
  9.7630908e+00 	 -0.0171896 	 37 	 0.577158 
  5.6323468e+00 	 0.0274872 	 25 	 13.6857 
  1.4952971e-01 	 -0.00804232 	 5 	 0.551712 
  2.2861418e+00 	 0.0130361 	 25 	 26.0039 
  2.3108684e+00 	 -0.0267935 	 25 	 13.9508 
  6.8490967e+00 	 0.0311975 	 31 	 11.7507 
  1.2582443e+00 	 -0.0162658 	 9 	 14.3596 
  7.8742172e+00 	 0.0419247 	 37 	 1.37256 
  5.7997553e-01 	 0.00680313 	 35 	 0.00088929 
  1.8153969e+00 	 -0.0221608 	 5 	 0.851587 
  3.6961864e+00 	 0.0745016 	 27 	 3.5121 
  5.6085751e+00 	 -0.0332576 	 11 	 4.55021 
  1.2840614e+01 	 0.0282905 	 43 	 6.00738 
  2.7091168e+00 	 -0.161802 	 43 	 11.779 
  4.1044388e+00 	 -0.0373046 	 21 	 15.6253 
  1.3585472e+00 	 0.00922703 	 29 	 1.66358 
  1.9134452e+01 	 -0.0101694 	 17 	 2.03304 
  1.2769786e+01 	 -0.0328459 	 19 	 6.66797 
  2.1328931e+00 	 0.0144423 	 11 	 19.0004 
  1.4607920e+01 	 -0.0089538 	 37 	 8.9002 
  1.1145322e+00 	 -0.00621699 	 39 	 13.4052 
  1.1224743e+00 	 0.00467887 	 23 	 2.90309 
  1.0057955e+01 	 -0.0194714 	 19 	 6.62219 
  7.1036662e+00 	 0.0265987 	 25 	 7.02281 
  7.3920115e+00 	 -0.0101103 	 19 	 6.18356 
  2.2397806e+00 	 -0.0117715 	 23 	 10.7743 
  7.9308922e-01 	 0.00929062 	 23 	 16.7087 
  1.3923765e+00 	 0.00518454 	 47 	 14.4892 
  1.8215821e+00 	 -0.00534151 	 39 	 20.8806 
