0.003913696	0.0016796	0.028472509	0.001668865	0.002043586	0.001423613	0.056845014	0.003528023	0.008117788	0.049816671	0.040632218	0.036460426	0.144006683	0.015377118	0.017938031	0.005861007	0.031058558	0.004557835	0.003769979	4.60E-04	0.001782291	3.05E-06	7.20E-05	0.005357201	0.072099342	0.023868686	0.026695943	0.422738554	0.388331194	0.058897363	0.073858821	0.017397832	0.035574433	0.021766374	0.011872644	0.078627106	0.088311169	0.046478407	0.073197529	2.00E-04	0.00178878	0.004306183	0.014352379	0.001404963	8.95E-05	2.13E-04	7.50E-04	0.009754107	5.92E-04	1.05E-04	0.005214113	0.054660487	0.666959893	0.372809945	0.373056		
0.00662455	0.002000162	0.019090782	0.002127553	0.005204284	0.0017532	0.034440905	0.004288577	0.009191921	0.08285625	0.089234225	0.062630976	0.153635739	0.020564917	0.050413697	0.015257473	0.065717039	0.015795021	0.010555894	0.00186956	0.001863576	1.39E-05	0.001111476	0.011829337	0.142127183	0.029249261	0.024749937	2.019042809	0.59380175	0.053528873	0.098670664	0.030481887	0.06495305	0.037562609	0.023055069	0.069550548	0.124995972	0.071189026	0.066961724	3.22E-04	0.001439301	0.004367962	0.014186475	0.001482756	1.10E-04	3.22E-04	0.001083101	0.01324295	0.001928524	1.19E-04	0.006063483	0.113054847	0.15459626	0.120738067	0.473682		
0.01004222	0.002084658	0.020903415	0.002655795	0.011218952	0.002680367	0.02269505	0.0060916	0.047718517	0.130887443	0.132398069	0.101964634	0.233984351	0.08260083	0.112289011	0.032622687	0.170338683	0.06225301	0.030787138	0.004801362	7.93E-04	8.18E-05	0.0031675	0.013508786	0.117115388	0.028420799	0.023392575	7.517454861	0.644131165	0.149929661	0.093707107	0.054210329	0.158547301	0.071374964	0.031969856	0.157653053	0.140105841	0.102752958	0.071981109	5.77E-04	0.002395519	0.005366542	0.01991885	0.002243243	2.64E-04	4.64E-04	0.001904632	0.01376539	0.007250559	2.42E-04	0.009221557	0.247615628	0.706854386	0.429710279	1.025405		
0.014281425	0.002198666	0.023945164	0.00310336	0.013785311	0.001991315	0.017351241	0.003982626	0.133008644	0.171338	0.114094658	0.142347135	0.45810784	0.060961881	0.176893197	0.046938685	0.407876117	0.06145759	0.05123247	0.009196305	0.001101897	1.70E-04	0.004234225	0.008872073	0.05286684	0.017262367	0.012887149	10.89966456	0.614841974	0.161451935	0.118047249	0.033140403	0.185840744	0.060563245	0.022858238	0.215623837	0.181809938	0.094647461	0.056116903	7.40E-04	0.004929504	0.004066667	0.034191746	0.002528517	3.95E-04	2.49E-04	0.002554465	0.023361679	0.01435532	3.54E-04	0.018522527	0.172609715	0.442767	0.318285587	1.568162		
0.019714751	0.002663205	0.02489111	0.003979376	0.014926443	0.001860908	0.024133054	0.005274225	0.154575704	0.264264398	0.135147388	0.192364288	0.703283001	0.038981658	0.23840196	0.05276218	0.887032698	0.055342364	0.048759295	0.01219824	0.001482001	1.59E-04	0.00684933	0.014367193	0.023251671	0.013309559	0.008654538	8.466017332	0.639196885	0.078850606	0.176951079	0.009947061	0.044471199	0.016713374	0.022885773	0.064046547	0.067342849	0.030071959	0.054508538	0.001006126	0.006690378	0.002609249	0.035996344	0.003731377	8.77E-04	1.69E-04	0.004578762	0.020739968	0.018112056	9.76E-04	0.037640343	0.100180087	0.454277565	0.326820532	2.135336		
0.0253967	0.003144657	0.021981561	0.004897753	0.016799521	0.003803519	0.020603471	0.010421631	0.193853259	0.395863205	0.148609862	0.261306487	0.540132519	0.003099843	0.215869709	0.062088934	1.354131185	0.057841498	0.043385865	0.015710437	0.001612332	1.10E-04	0.007097547	0.024450656	0.030477155	0.017305856	0.010713638	3.410563861	1.274538532	0.071647589	0.252272975	0.002821558	0.037857814	0.010516257	0.00681597	0.023666768	0.011224178	0.009419337	0.105372661	0.001328572	0.00458013	0.002346832	0.030792551	0.00534857	6.91E-04	1.39E-04	0.003518616	0.0247655	0.014891605	0.002417325	0.036248266	0.078889152	0.426758745	0.298393481	2.6432		
0.024731255	0.00445926	0.016912116	0.005595879	0.010594306	0.007509209	0.016327565	0.017368334	0.238444013	0.385098893	0.191000643	0.304845638	0.353544552	0.008108871	0.272474245	0.100640955	2.66782935	0.056004343	0.042192563	0.014884069	0.001102582	1.54E-04	0.006167793	0.026921439	0.031990692	0.023535765	0.013859238	2.891516828	2.039822818	0.185714969	0.546796459	0.002903698	0.034589693	0.014238803	0.003425723	0.058408255	0.010703552	0.015608679	0.192673259	0.001148817	0.004270414	0.002838184	0.036609908	0.007732089	7.11E-04	8.68E-05	0.003641296	0.0480952	0.014026966	0.006147352	0.031623776	0.070313537	1.128789106	0.693525087	3.100928		
0.028882976	0.011046188	0.032370114	0.011385372	0.007549978	0.005727256	0.025361644	0.015719371	0.314333643	0.20648255	0.268999186	0.189224718	0.235096564	0.03895634	0.600981232	0.147470063	3.844444735	0.066363447	0.072512088	0.011012278	0.001491916	2.37E-04	0.005751246	0.009448155	0.200925534	0.115662166	0.064895942	4.070582461	3.183106011	0.496043791	0.682859979	0.00256399	0.117226885	0.035642076	0.006965134	0.097497975	0.022247091	0.025803949	0.291251736	0.002311591	0.004422271	0.003104718	0.034507175	0.009867323	6.58E-04	2.58E-04	0.003945104	0.095996842	0.01455777	0.011433405	0.040044535	0.511552964	1.350000879	0.801726574	4.50664		
0.024675457	0.025621379	0.040520466	0.023825233	0.004042745	0.008319324	0.068173158	0.023969223	0.170654551	0.137010876	0.263899945	0.127586928	0.159639248	0.043075245	1.61419992	0.20432715	5.440543446	0.088610649	0.152520771	0.013844159	0.002791116	3.69E-04	0.00497117	0.013690383	0.312095004	0.249777832	0.136771976	5.092423	4.621521662	0.614088864	0.989561751	0.002616106	0.170882183	0.036050286	0.014195363	0.123689541	0.02416849	0.023744262	0.410676911	0.003878158	0.004273374	0.002620344	0.030323612	0.008040579	8.94E-04	3.64E-04	0.005540405	0.219575827	0.012943205	0.015019265	0.059153777	0.36932557	1.440099465	0.638434829	6.680271		
0.021959365	0.013701942	0.030820649	0.019025927	0.003366719	0.005260601	0.044183506	0.01652543	0.121623697	0.335720926	0.223841307	0.322168331	0.144811429	0.037429792	2.890641487	0.300765268	5.565247504	0.107709909	0.282650579	0.029529198	0.004745883	4.75E-04	0.005485973	0.024942031	0.295032078	0.204179591	0.126599946	4.394581592	3.2421645	0.660532802	0.692622498	0.001818534	0.107644835	0.015410259	0.014912857	0.117614089	0.028926076	0.021468322	0.535818019	0.003206051	0.004094747	0.002627147	0.028537562	0.005346155	0.001097642	2.78E-04	0.006634354	0.265286555	0.021025336	0.009944867	0.095994567	0.199678833	0.626022871	0.241362502	7.938796		
