  1.0000000e+01 	 10.7472 	 8.38891 
  1.0594631e+01 	 12.061 	 10.3917 
  1.1224620e+01 	 12.6147 	 12.0704 
  1.1892071e+01 	 12.871 	 13.7071 
  1.2599210e+01 	 12.8976 	 14.7205 
  1.3348399e+01 	 13.2861 	 15.0432 
  1.4142136e+01 	 13.4145 	 15.3101 
  1.4983071e+01 	 13.767 	 15.7241 
  1.5874011e+01 	 14.7063 	 16.669 
  1.6817928e+01 	 16.0132 	 17.7996 
  1.7817974e+01 	 17.0037 	 18.4942 
  1.8877486e+01 	 18.1599 	 18.8588 
  2.0000000e+01 	 20.3184 	 20.0635 
  2.1189262e+01 	 22.1539 	 21.6619 
  2.2449241e+01 	 25.0505 	 20.1906 
  2.3784142e+01 	 28.2008 	 21.7522 
  2.5198421e+01 	 25.855 	 24.6141 
  2.6696797e+01 	 30.1031 	 27.4041 
  2.8284271e+01 	 31.8866 	 27.0401 
  2.9966142e+01 	 32.9752 	 26.5674 
  3.1748021e+01 	 33.9995 	 32.0015 
  3.3635857e+01 	 33.2278 	 33.5678 
  3.5635949e+01 	 30.8271 	 35.0757 
  3.7754973e+01 	 33.4698 	 40.5388 
  4.0000000e+01 	 37.3419 	 44.3939 
  4.2378524e+01 	 44.3315 	 47.1359 
  4.4898482e+01 	 43.2088 	 48.4155 
  4.7568285e+01 	 43.633 	 50.9765 
  5.0396842e+01 	 48.8236 	 55.7364 
  5.3393594e+01 	 57.2931 	 60.0636 
  5.6568542e+01 	 63.9775 	 57.3608 
  5.9932283e+01 	 63.6736 	 58.7033 
  6.3496042e+01 	 60.8624 	 56.2047 
  6.7271713e+01 	 68.2572 	 65.6824 
  7.1271897e+01 	 81.2229 	 72.242 
  7.5509945e+01 	 89.0503 	 75.663 
  8.0000000e+01 	 87.9675 	 76.2063 
  8.4757048e+01 	 85.1709 	 83.4709 
  8.9796964e+01 	 85.1224 	 87.4863 
  9.5136569e+01 	 94.3305 	 95.8598 
  1.0079368e+02 	 95.0128 	 106.599 
  1.0678719e+02 	 102.488 	 118.8 
  1.1313708e+02 	 109.248 	 115.89 
  1.1986457e+02 	 115.382 	 116.861 
  1.2699208e+02 	 123.16 	 136.887 
  1.3454343e+02 	 154.951 	 116.863 
  1.4254379e+02 	 144.769 	 134.172 
  1.5101989e+02 	 155.582 	 150.771 
  1.6000000e+02 	 155.304 	 171.407 
  1.6951410e+02 	 166.006 	 185.691 
  1.7959393e+02 	 187.89 	 183.793 
  1.9027314e+02 	 204.164 	 174.706 
  2.0158737e+02 	 211.359 	 194.1 
  2.1357438e+02 	 231.703 	 217.264 
  2.2627417e+02 	 236.769 	 203.076 
  2.3972913e+02 	 279.788 	 269.437 
  2.5398417e+02 	 262.974 	 240.742 
  2.6908685e+02 	 273.166 	 260.174 
  2.8508759e+02 	 291.314 	 276.765 
  3.0203978e+02 	 341.132 	 319.708 
  3.2000000e+02 	 294.347 	 332.899 
  3.3902819e+02 	 352.667 	 371.434 
  3.5918786e+02 	 337.736 	 406.344 
  3.8054628e+02 	 358.182 	 430.859 
  4.0317474e+02 	 414.015 	 471 
  4.2714875e+02 	 481.762 	 503.343 
  4.5254834e+02 	 463.946 	 441.222 
  4.7945826e+02 	 453.112 	 497.124 
  5.0796834e+02 	 492.752 	 526.523 
  5.3817371e+02 	 515.573 	 552.815 
  5.7017518e+02 	 596.482 	 559.16 
  6.0407956e+02 	 692.851 	 545.091 
  6.4000000e+02 	 660.685 	 607.765 
  6.7805638e+02 	 759.316 	 738.483 
  7.1837571e+02 	 735.754 	 771.865 
  7.6109255e+02 	 681.942 	 767.837 
  8.0634947e+02 	 726.726 	 869.167 
  8.5429751e+02 	 877.443 	 827.55 
  9.0509668e+02 	 974.735 	 1022.41 
  9.5891653e+02 	 925.697 	 1010.8 
  1.0159367e+03 	 1004.49 	 973.077 
  1.0763474e+03 	 967.566 	 1167.2 
  1.1403504e+03 	 1145.49 	 1138.67 
  1.2081591e+03 	 1147.66 	 1291.82 
  1.2800000e+03 	 1169.54 	 1449.71 
  1.3561128e+03 	 1162.37 	 1527.3 
  1.4367514e+03 	 1234.6 	 1545.82 
  1.5221851e+03 	 1387.64 	 1631.05 
  1.6126989e+03 	 1659.55 	 1863.89 
  1.7085950e+03 	 1556.97 	 1777.47 
  1.8101934e+03 	 1869.09 	 2080.79 
  1.9178331e+03 	 2035.88 	 2274.39 
  2.0318733e+03 	 2015.37 	 2150.12 
  2.1526948e+03 	 1888.43 	 1997.5 
  2.2807007e+03 	 1926.22 	 1981.68 
  2.4163182e+03 	 1915.66 	 2151.44 
  2.5600000e+03 	 1772.23 	 2258.94 
  2.7122255e+03 	 1873.37 	 2070.89 
  2.8735028e+03 	 2132.36 	 1873.15 
  3.0443702e+03 	 2027.36 	 2088.12 
  3.2253979e+03 	 2081.92 	 1920.25 
  3.4171900e+03 	 1810.8 	 2017.22 
  3.6203867e+03 	 1945.73 	 2127.69 
  3.8356661e+03 	 1985.31 	 2257.85 
  4.0637467e+03 	 2042.43 	 1995.9 
  4.3053896e+03 	 2252.88 	 1940.45 
  4.5614014e+03 	 1929.84 	 2043.15 
  4.8326365e+03 	 1909.07 	 1726.52 
  5.1200000e+03 	 2171.78 	 1981.53 
  5.4244510e+03 	 2055.99 	 1898.4 
  5.7470057e+03 	 2058.23 	 1988.12 
  6.0887404e+03 	 2238.83 	 2149.18 
  6.4507958e+03 	 1956.27 	 1951.95 
  6.8343801e+03 	 1720.01 	 2040.45 
  7.2407734e+03 	 2073.47 	 1976.59 
