1	5502.13	-309.1038	13	0.0047
2	2819.113	151.176	31	0.0017
3	1691.983	112.7282	37	0.0009
4	856.47	80.8814	9	0.0169
5	2411.149	-314.2127	11	0.0066
6	3899.587	-300.5939	7	0.0063
7	249.13	46.569	9	0.0292
8	1115.119	-141.2419	23	0.0043
9	2300.168	248.9378	17	0.0016
10	636.398	-33.7011	41	0.0103
11	353.946	33.3261	27	0.0178
12	3634.145	-108.4705	47	0.0037
13	716.971	-38.9505	31	0.0107
14	910.75	111.2825	11	0.0021
15	1538.323	-188.6426	7	0.0058
16	378.8	-108.4037	5	0.0105
17	3992.447	-28.3934	51	0.0019
18	521.104	-87.2352	9	0.0246
19	3237.478	-88.2604	57	0.0037
20	920.617	-79.5368	9	0.0215
21	2083.142	252.4489	3	0.0053
22	8061.931	-93.4544	45	0.002
23	6877.459	-134.7716	25	0.0025
24	242.446	-38.5163	7	0.0142
25	95.118	-9.3663	49	0.0369
26	2085.091	-65.6397	25	0.005
27	4560.81	65.8741	81	0.0019
28	748.344	-103.3525	11	0.0094
29	1784.182	103.9951	9	0.003
30	563.205	-89.9975	11	0.0005
31	3735.603	-63.2019	23	0.0112
32	3984.474	-91.0132	57	0.0011
33	3222.554	44.5071	35	0.0138
34	2642.896	-52.4346	33	0.0024
35	201.582	-9.3217	73	0.0296
36	848.2	-89.0947	3	0.0091
37	114.569	10.472	35	0.0134
38	8327.668	134.3395	43	0.0046
39	437.415	-19.4465	21	0.0086
40	854.349	58.1599	9	0.0355
41	3288.868	-47.4673	43	0.0087
42	136.504	32.8206	5	0.0023
43	7075.742	150.8004	33	0.0047
44	48.593	16.0662	5	0.0146
45	259.155	-57.3103	3	0.05
46	6697.26	34.7266	25	0.0012
47	513.851	35.0664	9	0.0343
48	3762.666	27.4782	37	0.0141
49	5577.006	77.1391	33	0.0031
50	707.203	44.8648	7	0.0475
51	89.721	13.6989	11	0.0104
52	702.846	15.4943	23	0.0571
53	4973.464	-39.4395	47	0.0021
54	1532.136	23.2686	61	0.0068
55	2515.177	-69.0575	9	0.0102
56	7010.516	114.6289	15	0.0041
57	9685.314	-174.3365	51	0.002
58	32.865	-4.94	17	0.0299
59	9668.055	92.6608	61	0.0041
60	2466.014	-47.4817	23	0.0065
61	4310.335	50.9152	43	0.0019
62	1176.703	17.4506	61	0.0019
63	835.759	34.6794	7	0.028
64	1390.633	21.3006	31	0.0039
65	1737.412	-32.6381	15	0.0004
66	3460.48	50.2233	41	0.0006
67	128.635	-7.8345	21	0.0286
68	6847.046	-89.6468	29	0.0009
69	18.991	3.9374	7	0.1005
70	835.442	-37.0121	9	0.0321
71	5256.061	66.7131	33	0.0068
72	180.063	9.7972	21	0.0657
73	8165.493	54.5971	75	0.0056
74	12.327	-3.554	5	0.0723
75	4079.706	63.0597	15	0.0072
76	2313.538	-33.422	3	0
77	543.874	18.9026	17	0.0063
78	340.315	-6.9085	37	0.0627
79	6133.559	-33.1891	73	0.0004
80	1089.498	33.1335	9	0.0119
81	986.625	-16.1879	31	0.0501
82	702.315	-21.5612	15	0.0141
83	221.293	20.7951	5	0.0222
84	378.364	9.9022	29	0.0048
85	716.812	9.1966	61	0.0656
86	1508.164	-41.7566	13	0.0014
87	3139.881	25.2228	39	0.0003
88	917.447	-23.145	17	0.0391
89	2546.128	-22.687	37	0.0109
90	200.969	-38.4395	3	0.0017
91	2237.178	-22.5333	27	0.001
92	1620.365	16.6722	35	0.007
93	7054.022	26.0518	49	0.0062
94	3230.4	35.1678	33	0.0059
95	112.571	-4.1639	35	0.1311
96	3711.317	30.2921	27	0.0021
97	201.566	4.8204	51	0.171
98	1031.287	-23.9789	19	0.0009
99	134.072	3.1721	67	0.0483
100	6084.942	59.1743	13	0.0061
101	3947.316	43.16	15	0.0014
102	782.965	-15.8001	17	0.0543
103	559.655	6.9865	41	0.0448
104	9656.261	-33.8028	31	0.007
105	1523.567	10.2687	41	0.0238
106	5183.544	-31.8094	31	0.0102
107	101.367	3.9098	17	0.0442
108	2147.05	18.657	21	0.0108
109	921.189	-19.1609	5	0.026
110	4627.421	-16.1732	45	0.0019
111	1905.785	34.8263	11	0.0019
112	210.475	10.1691	7	0.0419
113	285.657	4.1384	61	0.0484
114	808.044	6.4927	43	0.0676
115	9965.557	-76.7184	43	0.0007
116	524.039	-14.2437	9	0.0293
117	147.941	-8.3526	7	0.0222
118	276.172	-11.8532	5	0.028
119	8106.551	20.4433	37	0.0106
120	3144.625	-12.9902	43	0.0098
121	1165.351	15.2055	13	0.0081
122	8310.641	59.7464	19	0.0043
123	9103.234	16.3938	37	0.0015
124	172.3	-3.7109	37	0.1441
125	39.31	2.0985	13	0.1309
126	507.425	4.8429	69	0.0138
127	1346.486	-23.0205	7	0.0014
128	3416.618	-33.8326	13	0.0205
129	986.204	-10.3753	37	0.0647
130	4403.717	-14.3523	49	0.0073
131	3422.016	-10.9188	53	0.0145
132	8905.939	-76.3661	25	0.0021
133	8640.489	-29.761	39	0.0064
134	122.105	1.3721	59	0.0007
135	654.638	3.9205	61	0.0194
136	3913.741	-11.9149	57	0.0068
137	1069.976	23.6882	3	0.0192
138	159.508	2.0379	61	0.0264
139	802.076	6.9529	23	0.0613
140	305.533	-14.275	5	0.0105
141	3241.585	-16.105	55	0.0214
142	718.23	-5.1573	65	0.1039
143	698.663	14.0624	9	0.0087
144	308.523	11.7571	5	0.0211
145	367.08	-5.0221	29	0.0383
146	7653.281	-19.395	57	0.0047
147	522.451	29.5072	3	0.0006
148	8306.272	-25.7782	39	0.0089
149	4715.673	10.6953	55	0.0081
150	27.106	-1.3362	15	0.0193
151	514.332	-17.9982	3	0.0042
152	5130.539	-10.294	79	0.0115
153	8750.149	58.2693	23	0.0012
154	184.097	3.851	19	0.1065
155	21.185	-1.2596	9	0.048
156	745.29	8.472	19	0.0383
