
 4.2000210e+001    0.0000e+000 
 4.2000460e+001    1.2990e-003 
 4.2000710e+001    1.0461e-002 
 4.2000960e+001    3.7800e-002 
 4.2001210e+001    8.0475e-002 
 4.2001460e+001    1.1015e-001 
 4.2001710e+001    9.4602e-002 
 4.2001960e+001    3.0255e-002 
 4.2002210e+001   -6.0387e-002 
 4.2002460e+001   -1.5295e-001 
 4.2002710e+001   -2.2140e-001 
 4.2002960e+001   -2.2377e-001 
 4.2003210e+001   -1.2530e-001 
 4.2003460e+001    4.2873e-002 
 4.2003710e+001    1.6953e-001 
 4.2003960e+001    1.5000e-001 
 4.2004210e+001    1.5524e-003 
 4.2004460e+001   -1.3555e-001 
 4.2004710e+001   -1.4091e-001 
 4.2004960e+001   -4.3672e-002 
 4.2005210e+001    2.3310e-002 
 4.2005460e+001   -9.7194e-003 
 4.2005710e+001   -7.6818e-002 
 4.2005960e+001   -8.5175e-002 
 4.2006210e+001   -4.3825e-002 
 4.2006460e+001   -3.1954e-002 
 4.2006710e+001   -6.4102e-002 
 4.2006960e+001   -5.8709e-002 
 4.2007210e+001    3.7475e-002 
 4.2007460e+001    1.4789e-001 
 4.2007710e+001    1.4221e-001 
 4.2007960e+001    1.0387e-004 
 4.2008210e+001   -1.5127e-001 
 4.2008460e+001   -1.7849e-001 
 4.2008710e+001   -8.9780e-002 
 4.2008960e+001   -1.5711e-002 
 4.2009210e+001   -5.4121e-002 
 4.2009460e+001   -1.6125e-001 
 4.2009710e+001   -2.0418e-001 
 4.2009960e+001   -1.0603e-001 
 4.2010210e+001    7.6296e-002 
 4.2010460e+001    2.1739e-001 
 4.2010710e+001    2.4927e-001 
 4.2010960e+001    2.0620e-001 
 4.2011210e+001    1.5085e-001 
 4.2011460e+001    8.9318e-002 
 4.2011710e+001   -1.1493e-002 
 4.2011960e+001   -1.3535e-001 
 4.2012210e+001   -1.9172e-001 
 4.2012460e+001   -1.0764e-001 
 4.2012710e+001    7.1879e-002 
 4.2012960e+001    2.0675e-001 
 4.2013210e+001    1.9187e-001 
 4.2013460e+001    5.3084e-002 
 4.2013710e+001   -8.2671e-002 
 4.2013960e+001   -9.9247e-002 
