2.00000e+002 0.00000e+000 
2.00000e+002 4.81020e-005 
2.00001e+002 1.56370e-003 
2.00001e+002 9.87720e-003 
2.00002e+002 2.85850e-002 
2.00002e+002 5.16330e-002 
2.00002e+002 6.70290e-002 
2.00003e+002 6.74040e-002 
2.00003e+002 5.48050e-002 
2.00004e+002 3.73150e-002 
2.00004e+002 2.42020e-002 
2.00004e+002 2.29360e-002 
2.00005e+002 3.59340e-002 
2.00005e+002 5.76410e-002 
2.00006e+002 7.71830e-002 
2.00006e+002 8.73610e-002 
2.00006e+002 9.04110e-002 
2.00007e+002 9.20060e-002 
2.00007e+002 9.07700e-002 
2.00008e+002 7.81240e-002 
2.00008e+002 4.92020e-002 
2.00008e+002 1.09700e-002 
2.00009e+002 -2.13310e-002 
2.00009e+002 -3.45330e-002 
2.00010e+002 -2.60330e-002 
2.00010e+002 -5.35250e-003 
2.00010e+002 1.28670e-002 
2.00011e+002 1.96060e-002 
2.00011e+002 1.57990e-002 
2.00012e+002 6.87310e-003 
2.00012e+002 -4.40990e-003 
2.00012e+002 -1.87950e-002 
2.00013e+002 -3.66060e-002 
2.00013e+002 -5.51500e-002 
2.00014e+002 -6.99610e-002 
2.00014e+002 -7.79870e-002 
2.00014e+002 -7.95180e-002 
2.00015e+002 -7.68010e-002 
2.00015e+002 -7.05210e-002 
2.00016e+002 -5.90290e-002 
2.00016e+002 -4.30360e-002 
2.00016e+002 -2.95180e-002 
2.00017e+002 -2.67650e-002 
2.00017e+002 -3.48690e-002 
2.00018e+002 -4.45660e-002 
2.00018e+002 -4.72910e-002 
2.00018e+002 -4.36820e-002 
2.00019e+002 -3.97940e-002 
2.00019e+002 -3.73720e-002 
2.00020e+002 -3.12940e-002 
2.00020e+002 -1.53000e-002 
2.00020e+002 1.29670e-002 
2.00021e+002 5.08590e-002 
2.00021e+002 9.01210e-002 
2.00022e+002 1.17860e-001 
2.00022e+002 1.22930e-001 
2.00022e+002 1.04090e-001 
2.00023e+002 7.14510e-002 
2.00023e+002 3.99260e-002 
2.00024e+002 2.19960e-002 
2.00024e+002 2.43830e-002 
2.00024e+002 4.61330e-002 
2.00025e+002 7.71770e-002 
2.00025e+002 1.02150e-001 
2.00026e+002 1.10300e-001 
2.00026e+002 1.02700e-001 
2.00026e+002 8.85690e-002 
2.00027e+002 7.49800e-002 
2.00027e+002 6.16960e-002 
2.00028e+002 4.59400e-002 
2.00028e+002 2.89840e-002 
2.00028e+002 1.51300e-002 
2.00029e+002 6.16510e-003 
2.00029e+002 8.63790e-004 
2.00030e+002 -8.75360e-004 
2.00030e+002 2.08740e-003 
2.00030e+002 7.57650e-003 
2.00031e+002 9.32930e-003 
2.00031e+002 2.53490e-003 
2.00032e+002 -1.17770e-002 
2.00032e+002 -2.80740e-002 
2.00032e+002 -4.01470e-002 
2.00033e+002 -4.46470e-002 
2.00033e+002 -4.38260e-002 
2.00034e+002 -4.46410e-002 
2.00034e+002 -5.27420e-002 
2.00034e+002 -6.70900e-002 
2.00035e+002 -8.10210e-002 
2.00035e+002 -8.74440e-002 
2.00036e+002 -8.27690e-002 
2.00036e+002 -6.83410e-002 
2.00036e+002 -4.96710e-002 
2.00037e+002 -3.29680e-002 
2.00037e+002 -2.17890e-002 
2.00038e+002 -1.77320e-002 
2.00038e+002 -2.24040e-002 
2.00038e+002 -3.52300e-002 
2.00039e+002 -4.98930e-002 
2.00039e+002 -5.76090e-002 
2.00040e+002 -5.63230e-002 
2.00040e+002 -5.37600e-002 
2.00040e+002 -5.83130e-002 
2.00041e+002 -6.80510e-002 
2.00041e+002 -7.14520e-002 
2.00042e+002 -5.93070e-002 
2.00042e+002 -3.47370e-002 
2.00042e+002 -1.19500e-002 
2.00043e+002 -5.56750e-003 
2.00043e+002 -1.94670e-002 
2.00044e+002 -4.44220e-002 
2.00044e+002 -6.64140e-002 
2.00044e+002 -7.77010e-002 
2.00045e+002 -8.02610e-002 
2.00045e+002 -7.97930e-002 
2.00046e+002 -7.85170e-002 
2.00046e+002 -7.42130e-002 
2.00046e+002 -6.46830e-002 
2.00047e+002 -5.20000e-002 
2.00047e+002 -4.24370e-002 
2.00048e+002 -4.16400e-002 
2.00048e+002 -4.90910e-002 
2.00048e+002 -5.86510e-002 
2.00049e+002 -6.47540e-002 
2.00049e+002 -6.58120e-002 
2.00050e+002 -6.22980e-002 
2.00050e+002 -5.52770e-002 
2.00050e+002 -4.77680e-002 
2.00051e+002 -4.45610e-002 
2.00051e+002 -4.83000e-002 
2.00052e+002 -5.66410e-002 
2.00052e+002 -6.37270e-002 
2.00052e+002 -6.31540e-002 
2.00053e+002 -5.10940e-002 
2.00053e+002 -3.02920e-002 
2.00054e+002 -1.08470e-002 
2.00054e+002 -3.76900e-003 
2.00054e+002 -1.20310e-002 
2.00055e+002 -2.80340e-002 
2.00055e+002 -4.01870e-002 
2.00056e+002 -4.22520e-002 
2.00056e+002 -3.60770e-002 
2.00056e+002 -2.60660e-002 
2.00057e+002 -1.34690e-002 
2.00057e+002 2.83190e-003 
2.00058e+002 2.17510e-002 
2.00058e+002 3.88920e-002 
2.00058e+002 5.04550e-002 
2.00059e+002 5.60840e-002 
2.00059e+002 5.68370e-002 
2.00060e+002 5.25350e-002 
2.00060e+002 4.26760e-002 
2.00060e+002 2.87330e-002 
2.00061e+002 1.45360e-002 
2.00061e+002 5.11200e-003 
2.00062e+002 5.57940e-003 
2.00062e+002 1.88840e-002 
2.00062e+002 4.13170e-002 
2.00063e+002 6.10930e-002 
2.00063e+002 6.56890e-002 
2.00064e+002 5.25680e-002 
2.00064e+002 3.15480e-002 
2.00064e+002 1.62130e-002 
2.00065e+002 1.33440e-002 
2.00065e+002 1.98650e-002 
2.00066e+002 2.84040e-002 
2.00066e+002 3.44780e-002 
2.00066e+002 3.84520e-002 
2.00067e+002 4.22840e-002 
2.00067e+002 4.57730e-002 
2.00068e+002 4.58720e-002 
2.00068e+002 3.89380e-002 
2.00068e+002 2.36760e-002 
2.00069e+002 2.71740e-003 
2.00069e+002 -1.76480e-002 
2.00070e+002 -2.95380e-002 
2.00070e+002 -2.76120e-002 
2.00070e+002 -1.32960e-002 
2.00071e+002 5.47830e-003 
2.00071e+002 1.98580e-002 
2.00072e+002 2.53570e-002 
2.00072e+002 2.23710e-002 
2.00072e+002 1.39340e-002 
2.00073e+002 3.95930e-003 
2.00073e+002 -4.26770e-003 
2.00074e+002 -9.88230e-003 
2.00074e+002 -1.41560e-002 
2.00074e+002 -1.71940e-002 
2.00075e+002 -1.63690e-002 
2.00075e+002 -9.93820e-003 
2.00076e+002 -6.41250e-004 
2.00076e+002 6.36310e-003 
2.00076e+002 8.00590e-003 
2.00077e+002 4.65730e-003 
2.00077e+002 -1.58280e-003 
2.00078e+002 -8.34620e-003 
2.00078e+002 -1.30750e-002 
2.00078e+002 -1.30340e-002 
2.00079e+002 -6.26500e-003 
2.00079e+002 6.83620e-003 
2.00080e+002 2.26150e-002 
2.00080e+002 3.56460e-002 
2.00080e+002 4.25150e-002 
2.00081e+002 4.42040e-002 
2.00081e+002 4.38200e-002 
2.00082e+002 4.27050e-002 
2.00082e+002 4.10500e-002 
2.00082e+002 4.18760e-002 
2.00083e+002 5.02710e-002 
2.00083e+002 6.65500e-002 
2.00084e+002 8.32690e-002 
2.00084e+002 9.18520e-002 
2.00084e+002 9.03040e-002 
2.00085e+002 8.26720e-002 
2.00085e+002 7.35020e-002 
2.00086e+002 6.53240e-002 
2.00086e+002 5.96600e-002 
2.00086e+002 5.69520e-002 
2.00087e+002 5.57650e-002 
2.00087e+002 5.45230e-002 
2.00088e+002 5.34720e-002 
2.00088e+002 5.32660e-002 
2.00088e+002 5.33970e-002 
2.00089e+002 5.42780e-002 
2.00089e+002 5.88340e-002 
2.00090e+002 6.88500e-002 
2.00090e+002 8.04120e-002 
2.00090e+002 8.56540e-002 
2.00091e+002 7.93320e-002 
2.00091e+002 6.26040e-002 
2.00092e+002 4.13810e-002 
2.00092e+002 2.24540e-002 
2.00092e+002 1.04190e-002 
2.00093e+002 6.56360e-003 
2.00093e+002 8.83470e-003 
2.00094e+002 1.18320e-002 
2.00094e+002 9.09490e-003 
2.00094e+002 -1.24060e-003 
2.00095e+002 -1.33950e-002 
2.00095e+002 -1.92720e-002 
2.00096e+002 -1.72480e-002 
2.00096e+002 -1.40290e-002 
2.00096e+002 -1.75670e-002 
2.00097e+002 -2.94510e-002 
2.00097e+002 -4.43440e-002 
2.00098e+002 -5.51120e-002 
2.00098e+002 -5.76880e-002 
2.00098e+002 -5.22650e-002 
2.00099e+002 -4.15910e-002 
2.00099e+002 -2.89620e-002 
2.00100e+002 -1.72680e-002 
2.00100e+002 -8.39520e-003 
2.00100e+002 -2.64830e-003 
2.00101e+002 8.62050e-004 
2.00101e+002 2.83880e-003 
2.00102e+002 2.94600e-003 
2.00102e+002 6.76680e-004 
2.00102e+002 -3.05420e-003 
2.00103e+002 -6.07440e-003 
2.00103e+002 -7.19390e-003 
2.00104e+002 -7.41820e-003 
2.00104e+002 -8.12930e-003 
2.00104e+002 -9.34250e-003 
2.00105e+002 -1.10690e-002 
2.00105e+002 -1.44350e-002 
2.00106e+002 -1.91310e-002 
2.00106e+002 -2.15520e-002 
2.00106e+002 -1.83420e-002 
2.00107e+002 -1.11690e-002 
2.00107e+002 -6.30960e-003 
2.00108e+002 -1.00630e-002 
2.00108e+002 -2.46970e-002 
2.00108e+002 -4.63250e-002 
2.00109e+002 -6.50310e-002 
2.00109e+002 -6.98260e-002 
2.00110e+002 -5.72460e-002 
2.00110e+002 -3.50180e-002 
2.00110e+002 -1.55560e-002 
2.00111e+002 -5.80070e-003 
2.00111e+002 -3.38660e-003 
2.00112e+002 -1.64310e-003 
2.00112e+002 2.06590e-003 
2.00112e+002 2.95210e-003 
2.00113e+002 -5.32240e-003 
2.00113e+002 -2.12550e-002 
2.00114e+002 -3.39240e-002 
2.00114e+002 -3.18160e-002 
2.00114e+002 -1.23140e-002 
2.00115e+002 1.71190e-002 
2.00115e+002 4.47060e-002 
2.00116e+002 6.09350e-002 
2.00116e+002 6.27100e-002 
2.00116e+002 5.35340e-002 
2.00117e+002 3.88000e-002 
2.00117e+002 2.09400e-002 
2.00118e+002 1.04090e-003 
2.00118e+002 -1.68110e-002 
2.00118e+002 -2.75630e-002 
2.00119e+002 -3.14880e-002 
2.00119e+002 -3.41040e-002 
2.00120e+002 -3.84600e-002 
2.00120e+002 -4.00420e-002 
2.00120e+002 -3.10430e-002 
2.00121e+002 -9.81650e-003 
2.00121e+002 1.43350e-002 
2.00122e+002 2.71210e-002 
2.00122e+002 2.11700e-002 
2.00122e+002 2.05330e-003 
2.00123e+002 -1.71620e-002 
2.00123e+002 -2.66450e-002 
2.00124e+002 -2.61460e-002 
2.00124e+002 -2.25610e-002 
2.00124e+002 -2.15260e-002 
2.00125e+002 -2.04570e-002 
2.00125e+002 -1.01960e-002 
2.00126e+002 1.46290e-002 
2.00126e+002 4.65760e-002 
2.00126e+002 6.90260e-002 
2.00127e+002 7.00660e-002 
2.00127e+002 5.05520e-002 
2.00128e+002 1.83300e-002 
2.00128e+002 -2.02030e-002 
2.00128e+002 -5.92670e-002 
2.00129e+002 -8.90180e-002 
2.00129e+002 -9.85000e-002 
2.00130e+002 -8.47120e-002 
